kode,nama_barang,tanggal,satuan,merk,stok,lokasi
1.1.7.01.03.07.004.00032,KESET,2024-07-16,BUAH,BAHAN KAIN,0.0,Gudang Ketel Uap
1.1.7.01.03.07.004.00048,Kantong Sampah Besar,2024-11-28,PCS,"Kenos Warna M/H/K, ukurang : 600mm x 850 mm x 60 mic, no print",0.0,Gudang Ketel Uap
1.1.7.01.03.07.004.50002,Keset,2024-07-16,BUAH,"Bahan Kain, ukuran 40 cm x 60 cm",0.0,Gudang Ketel Uap
1.1.7.01.03.07.006.50004,Webbing Sling,2024-08-22,BUAH,"Width 5"" x 5 Ton x 4 m",0.0,Gudang Ketel Uap
1.1.7.01.03.07.006.50005,Webbing Sling,2024-08-22,BUAH,"Width 5"" x 5 Ton x 8 m",0.0,Gudang Ketel Uap
1.1.7.01.03.07.008.00022,Cairan Pembersih Kaca,2024-11-28,BOTOL,isi 425 ml,0.0,Gudang Ketel Uap
1.1.7.01.03.07.008.00024,Cairan Anti Karat,2024-11-28,KALENG,Wd 40 Uk. 300 Ml,0.0,Gudang Ketel Uap
1.1.7.01.03.07.008.00036,Floor Cleaner,2024-07-16,JERIGEN,Lokal Standar SNI,0.0,Gudang Ketel Uap
1.1.7.01.03.07.008.00043,Karbol,2024-07-16,BOTOL,800 Ml Wangi,0.0,Gudang Ketel Uap
1.1.7.01.03.07.008.00053,Karbol,2025-07-08,GALON,Lokal Standar Sni,146.0,Gudang Ketel Uap
1.1.7.01.03.07.008.00093,SABUN CUCI PIRING,2024-11-28,BUAH,CAIR,0.0,Gudang Ketel Uap
1.1.7.01.03.07.008.00189,Sabun Cuci Piring,2024-07-16,BUNGKUS,780 ml,0.0,Gudang Ketel Uap
1.1.7.01.03.07.008.50001,Cairan Pembersih Lantai,2024-11-28,BUAH,Kemasan Kantong Volume 700 ml,0.0,Gudang Ketel Uap
1.1.7.01.03.07.008.50014,Sabun Cuci Tangan,2024-07-16,BUAH,,0.0,Gudang Ketel Uap
1.1.7.01.03.07.012.00003,KAMPER,2024-07-16,BUNGKUS,"WARNA ISI COLOUR BAL, ISI 5 BAL",0.0,Gudang Ketel Uap
1.1.7.01.03.07.012.00030,Pengharum Ruangan,2024-07-16,UNIT,Matic,0.0,Gudang Ketel Uap
1.1.7.01.03.07.012.00048,Pengharum Ruangan,2024-07-16,BOTOL,225 ml refill,0.0,Gudang Ketel Uap
1.1.7.01.03.07.013.00007,Kuas Roll,2024-05-16,BUAH,"Standart Latex, 30 X 25 Cm",131.0,Gudang Ketel Uap
1.1.7.01.03.07.013.00026,"KUAS CAT ETERNA 4""",2025-07-08,BUAH,,394.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00010,KABEL ROLL LISTRIK,2024-11-01,ROLL,50M,0.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00087,Mcb,2024-10-29,BUAH,Standar Pln 10A,0.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00088,Mcb,2024-08-22,BUAH,Standar Pln 16A,0.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00089,Mcb,2024-10-29,BUAH,Standar Pln 6A,0.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00123,Kabel Schoen,2024-10-29,BUAH,Dia. 10 - 50 Mm,0.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00147,Kabel Jumper,2024-08-22,SET,,0.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00281,Kabel Roll Listrik,2024-07-16,BUAH,,1.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00297,Kabel Nym,2024-08-22,M,2X1.5 Mm2,0.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00314,Kabel Nym,2020-01-02,ROLL,3X2.5; 50M; 4 Besar Pln,0.0,Gudang Ketel Uap
1.1.7.01.03.08.001.00316,Kabel Nym,2024-10-29,M,4X4 Mm2;,0.0,Gudang Ketel Uap
1.1.7.01.03.08.002.00212,Lampu Senter Rechargeable,2024-08-22,BUAH,,4.0,Gudang Ketel Uap
1.1.7.01.03.08.002.00213,Lampu Sorot,2024-11-28,BUAH,250 Watt,0.0,Gudang Ketel Uap
1.1.7.01.03.08.002.00287,Lampu ML 100 W,2024-11-28,BUAH,Philips,0.0,Gudang Ketel Uap
1.1.7.01.03.08.002.00292,LED Underpass,2024-11-28,UNIT,200 W,0.0,Gudang Ketel Uap
1.1.7.01.03.08.002.00320,Lampu Bulb Led,2024-10-29,BUAH,9 Watt,0.0,Gudang Ketel Uap
1.1.7.01.03.08.002.00321,Lampu Bulb Led,2024-10-29,BUAH,12 Watt,0.0,Gudang Ketel Uap
1.1.7.01.03.08.002.00358,Lampu Led,2025-07-08,BUAH,18 W,120.0,Gudang Ketel Uap
1.1.7.01.03.08.003.00015,Stop Kontak,2024-07-16,SET,Termasuk Stacker,0.0,Gudang Ketel Uap
1.1.7.01.03.08.005.00005,Stacker,2024-07-16,BUAH,Termasuk Stop Kontak 3 Phasa,0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00031,Accu,2024-10-29,BUAH,12 V - 200 Ah,0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00032,Accu,2024-10-29,BUAH,12V - 100 Ah,0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00033,Accu,2024-10-29,BUAH,12V - 120 Ah,0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00034,Accu,2024-10-29,BUAH,12V - 150 Ah,0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00036,Accu,2024-10-29,BUAH,12V - 70 Ah,0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00056,Kepala Aki,2024-07-25,PCS,Besar/ Kecil,0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00071,Accu,2024-07-25,BUAH,"Tegangan Voltage 12 V, Kapasitas 100 Ah Diisi Air Accu Langsung Dapat Dipergunakan. 12 V - 100 Ah",0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00073,Accu,2024-07-25,UNIT,"Mobil; Model Aki Basah N 70-12 Volt, 70 Ah, Kemasan Asli Dan Berlabel, Lengkap Dengan Air Aki Zuur Kemasan Botol,",0.0,Gudang Ketel Uap
1.1.7.01.03.08.009.00075,Accu,2024-10-29,BUAH,12V - 50 Ah/ N 50 Z - 50Ah,0.0,Gudang Ketel Uap
1.1.7.01.03.08.010.00010,Baterai,2025-08-19,BUAH,Aaa,18.0,Gudang Ketel Uap
1.1.7.01.03.08.010.00011,Baterai,2024-06-21,BUAH,,0.0,Gudang Ketel Uap
1.1.7.01.03.08.010.00011,Baterai,2025-08-19,BUAH,,13.0,Gudang Ketel Uap
1.1.7.01.03.08.013.50011,Mccb,2024-08-22,BUAH,3 Phase 36 Ka (Ezc 250 H2) 100 - 125 A/ 36 Ka,0.0,Gudang Ketel Uap
1.1.7.01.03.09.001.00002,Benang,2025-07-08,BUAH,Benang ukur warna putih atau coklat,560.0,Gudang Ketel Uap
1.1.7.01.03.09.004.00056,Sarung Tangan Kain,2024-11-28,BUAH,"Bahan Kain Rajut, Berkualitas dan Tidak Mudah Rusak",0.0,Gudang Ketel Uap
1.1.7.01.03.09.004.00062,Sarung Tangan Karet,2024-11-28,PASANG,Bahan Karet Tipis,0.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00005,Golok,2024-07-16,BUAH,,0.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00005,Golok,2025-07-08,BUAH,,58.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00006,BLENCONG,2025-07-08,BUAH,"BESI BAJA, RUNCING, PIPIH",109.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00011,Kampak,2024-11-01,BUAH,"(ukuran kecil, bahan kuningan, lapis steinlis Steel)",61.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00012,Kampak,2024-05-16,BUAH,"Mata baja, panjang baja 15 cm, L 10 cm tebal 55 mm, berat 600 gram",38.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00027,CANGKUL,2024-07-17,BUAH,STANDART GAGANG KAYU,10.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00032,Linggis,2025-07-08,BUAH,,562.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00040,Cangkrang,2025-07-08,BUAH,Bahan Besi 4 Gigi dengan Gagang Kayu,113.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00047,Sekop,2025-07-08,BUAH,"Bergagang Tebal 22 Mm Pegangan Kayu, Ukuran 7,5/ / 9""X12"", Bahan Baja",118.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00061,Arit,2023-03-31,BUAH,Bahan Besi Tempa dengan Gagang Kayu,7.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00061,Arit,2024-07-16,BUAH,Bahan Besi Tempa dengan Gagang Kayu,2.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00061,Arit,2025-07-08,BUAH,Bahan Besi Tempa dengan Gagang Kayu,160.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00084,Lampu Senter,2022-08-10,BUAH,Headlamp/ Lampu Senter Kepala Tipe; Senter Cree Led,4.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00085,Lampu Senter,2024-05-16,BUAH,"Led; Senter Police T6, Kompas, Dengan Mode Terang, Medium, Remang, Sorot Dan Sos, Material Alluminium Alloy (+ Charger Ac Dan Mobil + 1 Tabung Lalin)",5.0,Gudang Ketel Uap
1.1.7.01.03.09.007.00101,kacamata las,2024-11-01,BUAH,standar SNI,0.0,Gudang Ketel Uap
1.1.7.01.03.13.001.00002,Timbangan Duduk,2023-03-31,SET,"Spesifikasi Timbangan Digital MT 2000 Kapasitas 100 kg, Plat stainless steel, LED Display, Plat 40 x 50 cm",0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00081,Digital Multi Tester,2024-10-29,UNIT,"Jenis: Portable Digital, Rentang: Dcv: 400Mv/ 4/ 40/ 400/ 600V, Acv: 4/ 40/ 400/ 600V: Dca: 40M/ 400Ma: Aca: 40M/ 400, A: Ohm: 400/ 4K/ 40K/ 4M/ 40M Ohm, Akurasi: Dalam +/ Ã¢â‚¬â€¹Ã¢â‚¬â€¹-0.9%, Sumber Daya Baterai; Type : Cd800A",0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00088,Katrol,2024-11-01,UNIT,Takel,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00098,Meteran,2024-11-01,BUAH,"Rollmeter, 5 meter",27.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00100,Meteran dorong,2025-07-08,BUAH,walking meter,5.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00203,Mesin Potong Rumput,2024-05-16,UNIT,(Brush Cutter) Model Gendong,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00227,Laser Pointer,2025-08-19,BUAH,"Jenis Koneksi: Teknologi Bluetooth low energy dan koneksi wireless 2,4 GHz, jangkauan wireless min. 20 meter",6.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00256,Gergaji Mesin,2024-05-16,UNIT,"bahan bakar bensin, isi silinder 30.1 cc, kekuatan mesin 1.3 Kw, panjang bar 12-16",0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00257,Mesin Steam,2024-11-01,UNIT,"Cold Water High Pressure Cleaner, 120 Bar, 4",0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00261,Charger Accu,2024-10-29,UNIT,,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00273,Mesin Gerinda,2024-11-01,BUAH,Standar,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00285,Gerobak Dorong,2025-07-08,UNIT,"Bahan Besi, Roda 2",24.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00306,Pompa Irigasi Alkon,2024-05-16,UNIT,,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00314,RAK BESI,2024-07-16,BUAH,3 SUSUN,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00343,Mesin Las,2024-11-01,UNIT,Listrik,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00401,TANGGA ALUMUNIUM,2024-07-16,BUAH,TANGGA LIPAT,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00438,Ph Meter,2024-11-28,PCS,"(Ecoscan/ 134394), Kapasitas 0-14",0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00556,Tripod,2024-11-01,UNIT,,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00634,Steam Pump AC,2024-11-01,UNIT,Elektrik 240 Vac Freq. 50/60 z Kontrol Manual,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00641,Mesin Molen,2024-11-01,UNIT,Kapasitas 450 liter,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00659,Kikir gergaji,2024-05-16,PCS,,15.0,Gudang Ketel Uap
1.1.7.01.05.01.004.00840,Kotak P3K,2025-07-08,UNIT,Kotak P3K Tipe A,11.0,Gudang Ketel Uap
1.1.7.01.05.01.004.50328,Gergaji Mesin,2024-05-16,UNIT,"Mesin 2 tak, isi silinder 59cc, kekuatan mesin 3,4 kw (4.6 bhp), sistem pengapian elektronik, panjang bar 18 inch (45cm) / 20 inch (50cm)",0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.50329,Mesin Potong Besi,2024-05-16,UNIT,Multer Gunting Besi Beton 60N/28,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.50335,Takel,2024-08-22,BUAH,5 Ton - Rantai 15 m,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.50337,Katrol,2024-05-16,UNIT,3 Ton 5 m,0.0,Gudang Ketel Uap
1.1.7.01.05.01.004.50378,Pompa Air,2024-11-01,UNIT,,0.0,Gudang Ketel Uap
1.1.7.02.02.06.001.00001,Pipa kabel,2024-05-16,BATANG,Conduit 20mm,0.0,Gudang Ketel Uap
1.1.7.02.02.06.001.00122,Pipa Pvc Dia. 2,2024-07-02,BATANG,Type Aw,701.0,Gudang Ketel Uap
1.1.7.02.02.06.001.00216,Perlengkapan Pipa Pvc Aw 2,2023-11-01,SET,35% Dari Harga Pipa,186.0,Gudang Ketel Uap
1.1.7.02.02.06.001.00256,Pipa PVC,2024-11-28,M,1/2 Inch,160.0,Gudang Ketel Uap
,-,2025-10-13,-,-,0.0,
TOTAL,,2025-10-13,,,334854.0,
