kode,nama_barang,tanggal,satuan,merk,stok
1.1.7.01.03.07.001.00029,Sapu Ijuk,2024-10-02,BUAH,"BERGAGANG; UKURAN: STANDAR, MODEL MIRING, TANGKAI BERWARNA, BAHAN IJUK",39.0
1.1.7.01.03.07.001.00037,Sapu Lidi,2024-10-02,BUAH,BERGAGANG,0.0
1.1.7.01.03.07.001.00056,Sikat Kawat,2023-09-29,BUAH,Besi,0.0
1.1.7.01.03.07.001.00072,Pengki,2024-10-02,BUAH,Bahan plastik bergagang,22.0
1.1.7.01.03.07.001.00081,Pengki,2024-10-02,BUAH,,31.0
1.1.7.01.03.07.001.00090,Sikat Cuci,2024-10-02,BUAH,,42.0
1.1.7.01.03.07.002.00067,Pel Dorong,2024-10-02,BUAH,Lengkap Tangkai,54.0
1.1.7.01.03.07.002.00078,Pembersih Lantai,2024-10-02,BUAH,Wiper Lantai Bergagang,45.0
1.1.7.01.03.07.003.00033,Ember Plastik,2024-10-02,UNIT,Uk. 15 Liter,0.0
1.1.7.01.03.07.003.00049,Selang Air,2024-10-02,M,Benang; Diameter 3/4",0.0
1.1.7.01.03.07.003.00052,Selang Air,2022-09-29,M,Bahan Plastik Berserat Benang Ukuran Diameter 1.5 Inchi,344.0
1.1.7.01.03.07.003.50011,Selang Water Pass,2024-10-02,METER,Ukuran 1/4 Inch,0.0
1.1.7.01.03.07.005.00134,Kunci Pembengkok Besi,2024-10-02,PCS,Dia 8 mm,9.0
1.1.7.01.03.07.005.00135,Kunci Pembengkok Besi,2024-10-02,PCS,Dia 10 mm,5.0
1.1.7.01.03.07.005.05006,Kunci Pembengkok Besi,2024-10-02,BUAH,12 mm,9.0
1.1.7.01.03.07.006.00030,Kabel Ties,2022-10-03,PCS,2.5 x 150 mm,3.0
1.1.7.01.03.07.006.00032,Benang Bangunan,2024-10-02,ROLL,"benang bangunan warna putih, tebal: 1mm, panjang +- 30 meter",0.0
1.1.7.01.03.07.006.00043,Kabel Ties Hitam,2023-11-09,PCS,Panjang 20,50.0
1.1.7.01.03.07.006.00044,Klem Pipa PVC,2023-11-09,PCS,1/2",90.0
1.1.7.01.03.07.006.00049,Kabel Ties Hitam,2023-11-09,PCS,Panjang 10,50.0
1.1.7.01.03.07.008.00081,Porstex,2024-10-02,BOTOL,,0.0
1.1.7.01.03.07.008.00106,Sabun Cuci Tangan,2024-10-02,BOTOL,Kemasan Botol,65.0
1.1.7.01.03.07.008.00107,Sabun Colek,2024-10-02,BUNGKUS,Kemasan 1800 Gr,34.0
1.1.7.01.03.07.008.50018,Cairan Pembersih Lantai Keramik,2024-10-02,BUAH,Ukuran 1 Liter,136.0
1.1.7.01.03.07.013.00008,Kuas Cat,2024-10-02,BUAH,"Mdn, 4'",0.0
1.1.7.01.03.07.013.00010,Kuas Cat,2024-10-02,BUAH,"Mdn, 2 1/2'",4.0
1.1.7.01.03.07.013.00011,Kuas Cat,2024-10-02,BUAH,"Mdn, 2'",2.0
1.1.7.01.03.08.001.00062,Kabel Serabut,2020-01-02,ROLL,Awg 24,9.0
1.1.7.01.03.08.001.00088,MCB,2023-11-09,BUAH,Standar PLN 16A,7.0
1.1.7.01.03.08.001.00091,MCB,2023-11-09,BUAH,Standar PLN 25A,7.0
1.1.7.01.03.08.001.00092,MCB,2023-11-09,BUAH,Standar PLN 32A,4.0
1.1.7.01.03.08.001.00093,MCB,2020-01-02,BUAH,1 Phase 6 Ampere,151.0
1.1.7.01.03.08.001.00098,MCB,2020-01-02,BUAH,Standar 10 A,37.0
1.1.7.01.03.08.001.00102,MCB,2023-11-09,BUAH,Standar PLN 3 Phase 10A,2.0
1.1.7.01.03.08.001.00103,MCB,2023-11-09,BUAH,Standar PLN 3 Phase 16A,5.0
1.1.7.01.03.08.001.00106,MCB,2023-11-09,BUAH,20 A 3 Phase,2.0
1.1.7.01.03.08.001.00114,MCB,2023-11-09,BUAH,"1 Fasa Kap. 20 A/4.5 Ka, 230/240V, SNI, IEC",0.0
1.1.7.01.03.08.001.00172,Skun,2023-11-09,PCS,"Tembaga, diameter 50 mm",34.0
1.1.7.01.03.08.001.00199,Kabel Duct PVT TC 6,2022-10-03,BATANG,Spesifikasi: 16x16 panjang 3M,10.0
1.1.7.01.03.08.001.00261,Kabel NYM,2024-07-08,ROLL,4x4 Mm (50 M),0.0
1.1.7.01.03.08.001.00268,Kabel NYM,2024-07-08,ROLL,"3 X 1.5 mm, 50 m",0.0
1.1.7.01.03.08.001.00269,Kabel NYM,2024-07-08,ROLL,"2 X 1.5 mm, 50 m",0.0
1.1.7.01.03.08.001.00285,Kabel Twisted/SR,2022-10-03,METER,Spesifikasi: 4x50mm,125.0
1.1.7.01.03.08.001.00286,Kabel Duct PVT TC 6,2022-10-03,BATANG,Spesifikasi: 100x100 panjang 3M,20.0
1.1.7.01.03.08.001.00287,Kabel Duct PVT TC 6,2022-10-03,BATANG,Spesifikasi: 50x100 panjang 3M,13.0
1.1.7.01.03.08.001.00288,Kabel Duct PVT TC 6,2022-10-03,BATANG,Spesifikasi: 50x50 panjang 3M,1.0
1.1.7.01.03.08.001.00301,Kabel NYM,2024-07-08,ROLL,2X2.5 Mm2 50 M,0.0
1.1.7.01.03.08.001.00309,Kabel NYM,2024-07-08,ROLL,3X2.5 Mm (1 Roll 50 M),0.0
1.1.7.01.03.08.001.00363,Kabel NYY,2023-11-09,METER,4x50 mm,20.0
1.1.7.01.03.08.001.00365,Kabel NYA,2023-11-09,M,Kawat 0.7 mm,100.0
1.1.7.01.03.08.001.00366,Kabel Serabut,2023-11-09,ROLL,AWG 24 SNI Isi 2,5.0
1.1.7.01.03.08.001.50009,Kabel NYYHY,2024-07-08,ROLL,2x2.5 (1 Roll = 50M),0.0
1.1.7.01.03.08.001.50010,Kabel Gulung Roll,2024-07-08,PCS,4 Lubang 50 M,10.0
1.1.7.01.03.08.002.00011,Rumah Lampu TL,2020-01-02,BUAH,"36 Watt, Standard",399.0
1.1.7.01.03.08.002.00025,Fitting Lampu FLC,2020-01-02,BUAH,,100.0
1.1.7.01.03.08.002.00081,Lampu Lalu Lintas,2024-10-02,BUAH,,76.0
1.1.7.01.03.08.002.00091,Pilot Lamp,2020-01-02,BUAH,,276.0
1.1.7.01.03.08.002.00127,Lampu Sorot,2024-07-08,PCS,"Led, 100 watt",60.0
1.1.7.01.03.08.002.00129,Lampu PJU,2023-11-09,PCS,Spesifikasi: all in one 100 watt (ac 220v),0.0
1.1.7.01.03.08.002.00218,Lampu TL,2024-07-08,BUAH,36 Watt,314.0
1.1.7.01.03.08.002.00358,Lampu LED,2024-07-08,BUAH,18 W,0.0
1.1.7.01.03.08.002.00439,Lampu Sorot,2024-07-08,BUAH,50 W,86.0
1.1.7.01.03.08.002.50018,Lampu LED,2024-07-08,PCS,12 Watt,7.0
1.1.7.01.03.08.003.00029,Stop Kontak,2020-01-02,BUAH,Extention,0.0
1.1.7.01.03.08.003.00040,Box Panel Listrik,2023-11-09,PCS,Spesifikasi: 30x40x18 T Plat 1.2 mm,6.0
1.1.7.01.03.08.003.00041,Box MCB,2023-11-09,PCS,Spesifikasi: 2 Grup (Model Tanam),1.0
1.1.7.01.03.08.003.00042,Circuit Breaker,2023-11-09,PCS,Spesifikasi: MCCB 3P 50 A,1.0
1.1.7.01.03.08.003.00043,Circuit Breaker,2023-11-09,PCS,Spesifikasi: MCCB 3P 25 A,1.0
1.1.7.01.03.08.003.00044,Kontaktor,2023-11-09,UNIT,3 Phase 220V AC (25 Ampere),15.0
1.1.7.01.03.08.003.00045,Stop Kontak,2023-11-09,PCS,3 Phase 5 pin 63a,5.0
1.1.7.01.03.08.003.00047,Terminal Block,2023-11-09,PCS,25A TB2506-2512 12p,16.0
1.1.7.01.03.08.003.00048,Terminal Block Grounding,2023-11-09,PCS,10 pole M5 8x12 mm,20.0
1.1.7.01.03.08.003.00049,Terminal Block Grounding,2023-11-09,PCS,12 pole M5 8x12 mm,20.0
1.1.7.01.03.08.004.00003,Saklar Tunggal,2020-01-02,BUAH,,82.0
1.1.7.01.03.08.004.00020,Saklar Ganda,2020-01-02,BUAH,,72.0
1.1.7.01.03.08.004.00037,Circuit Breaker,2023-11-09,PCS,Spesifikasi: MCCB 3P 150 A,1.0
1.1.7.01.03.08.004.00040,Volt Meter,2023-11-09,PCS,300V 72x72,12.0
1.1.7.01.03.08.004.00041,Box MCB,2023-11-09,PCS,Spesifikasi: 8 Grup (Model Tanam),7.0
1.1.7.01.03.08.004.00042,Terminal Block,2023-11-09,PCS,25A TB2506-2512 6p,20.0
1.1.7.01.03.08.005.00013,Stacker,2023-11-09,PCS,3 Phase 5 pin 63a,5.0
1.1.7.01.03.08.005.00014,Stacker Cok Genset,2023-11-09,PCS,Plug 3 Kaki 20A 250V,12.0
1.1.7.01.03.08.005.05001,Stacker,2024-07-08,PCS,Kaki 2,97.0
1.1.7.01.03.08.006.00071,Ballast Lampu TL,2023-11-09,PCS,Spesifikasi: 30-40 Watt,44.0
1.1.7.01.03.08.006.00071,Ballast Lampu TL,2024-07-08,PCS,Spesifikasi: 30-40 Watt,300.0
1.1.7.01.03.08.007.00003,Starter Lampu TL,2023-11-09,BUAH,,600.0
1.1.7.01.03.08.008.00006,Fiting Lampu PLC,2020-01-02,BUAH,,30.0
1.1.7.01.03.08.008.00007,Fiting Lampu PLS,2020-01-02,BUAH,,30.0
1.1.7.01.03.08.008.00052,Fitting Lampu TL,2023-11-09,PCS,Spesifikasi: 18-36 Watt,136.0
1.1.7.01.03.08.008.00052,Fitting Lampu TL,2024-07-08,PCS,Spesifikasi: 18-36 Watt,200.0
1.1.7.01.03.08.009.00036,Accu,2022-08-23,BUAH,12V - 70 Ah,0.0
1.1.7.01.03.08.009.00040,Accu,2020-01-02,BUAH,12 Volt / 35 Ah,2.0
1.1.7.01.03.08.009.00040,Accu,2022-08-23,BUAH,12 Volt / 35 Ah,3.0
1.1.7.01.03.08.009.00041,Accu,2022-08-23,BUAH,12 Volt / 69 Ah,1.0
1.1.7.01.03.08.009.00048,Accu 18 Ampere,2020-01-02,BUAH,Accu 12 volt / 18 Ampere Standar SNI Merk YUASA,1.0
1.1.7.01.03.08.009.00065,Accu 12V - 45 Ah,2020-01-02,BUAH,,2.0
1.1.7.01.03.08.009.00065,Accu 12V - 45 Ah,2022-08-23,BUAH,,3.0
1.1.7.01.03.08.009.00093,Air Accu,2020-01-02,BOTOL,Air Accu Zuur Kemasan,510.0
1.1.7.01.03.08.012.00002,Tang Crimping,2022-10-03,UNIT,,3.0
1.1.7.01.03.08.012.00031,Mangkokan Elektrik,2022-10-03,PCS,Spesifikasi: kotak,216.0
1.1.7.01.03.08.012.00032,Solder Timah Batangan,2022-10-03,PCS,200watt,8.0
1.1.7.01.03.08.012.00082,Circuit Breaker,2022-10-03,PCS,Spesifikasi: MCCB 50A,4.0
1.1.7.01.03.08.012.00085,Tang/Press Skun Hidraulik,2022-10-03,PCS,Diameter 70 mm,3.0
1.1.7.01.03.08.012.00086,Relay,2022-10-03,PCS,Spesifikasi: 12V + soket,18.0
1.1.7.01.03.08.012.00087,Relay,2022-10-03,PCS,Spesifikasi: relay 24V + soket,18.0
1.1.7.01.03.08.012.00088,Crimp Kawat Konektor,2023-11-09,PCS,Spesifikasi: 4mm (1 pack isi 100 pcs),500.0
1.1.7.01.03.08.012.00089,Crimp Kawat Konektor,2023-11-09,PCS,Spesifikasi: 2.5mm (1 pack isi 100 pcs),500.0
1.1.7.01.03.08.012.00092,T-Dus Instalasi Listrik,2022-10-03,PCS,Spesifikasi: cabang 3,145.0
1.1.7.01.03.08.012.00093,T-Dus Instalasi Listrik,2022-10-03,PCS,Spesifikasi: cabang 4,80.0
1.1.7.01.03.08.012.00161,Relay,2022-10-03,BUAH,220 Volt,18.0
1.1.7.01.03.08.012.00191,Suspension/Gantungan Clamp Kabel Twisted/SR,2022-10-03,PCS,Spesifikasi: 50-70mm,36.0
1.1.7.01.03.08.012.00226,Busbar Isolator,2023-11-09,PCS,Spesifikasi: SM-25/ SM25 6KV M6,44.0
1.1.7.01.03.08.012.00227,Circuit Breaker,2023-11-09,PCS,Spesifikasi: MCCB 3P 100 A,2.0
1.1.7.01.03.08.012.00229,Panel Meter Pengukuran Amperemeter Analog AC DC,2023-11-09,PCS,10A besar,12.0
1.1.7.01.03.08.012.00232,Skun Garpu Tembaga,2023-11-09,PCS,2.5 mm,100.0
1.1.7.01.03.08.012.00236,Busbar Arde Tembaga,2023-11-09,PCS,Spesifikasi: 15x2x180 + Ground/ Terminal Nol Plat Isolator,19.0
1.1.7.01.03.08.012.00237,Current Transformeter,2023-11-09,PCS,Spesifikasi: 50/5A,12.0
1.1.7.01.03.08.012.00241,Kontaktor,2023-11-09,UNIT,3 Phase 220V 32 Ampere,15.0
1.1.7.01.03.08.012.00242,Phase Indicator 3 Phase Rotation Tester,2023-11-09,PCS,,10.0
1.1.7.01.03.08.012.00244,String Clamp Cable Twisted (SR),2023-11-09,PCS,Uk 50-70,26.0
1.1.7.01.03.08.012.00245,String Camp Kabel Twisted (SR),2023-11-09,PCS,6-16 mm,27.0
1.1.7.01.03.09.002.00007,Helm Lapangan,2024-08-02,BUAH,Safety Helmet,70.0
1.1.7.01.03.09.003.00162,Celana Panjang,2024-08-02,BUAH,"Celana Panjang (Bahan/ Warna: Bellini, Biru) Outdoor",69.0
1.1.7.01.03.09.003.00183,Kaos Lapangan,2024-08-02,BUAH,Berlogo DKI,114.0
1.1.7.01.03.09.005.00028,Sepatu Boot,2024-08-02,PASANG,"BAHAN KARET SINTETIS, FULL KARET, KOMBINASI KANVAS",136.0
1.1.7.01.03.09.006.00025,Kacamata Pengaman,2023-07-17,BUAH,"Terbuat Dari Bahan Plastik Lentur, Dan Pengikat Karet Dibelakang",0.0
1.1.7.01.03.09.007.00004,Golok,2024-10-02,BUAH,BAHAN BESI TEMPA DENGAN GAGANG KAYU,9.0
1.1.7.01.03.09.007.00006,Blencong,2024-10-02,BUAH,"BESI BAJA, RUNCING, PIPIH",0.0
1.1.7.01.03.09.007.00024,Cangkul,2024-10-02,UNIT,BESAR BAHAN BESI TEMPA DENGAN GAGANG KAYU,0.0
1.1.7.01.03.09.007.00032,Linggis,2024-10-02,BUAH,,12.0
1.1.7.01.03.09.007.00065,Kampak,2024-10-02,BUAH,"Material Dari Baja, Grip Pegangan Kayu Panjang bilah 15cm, Lebar mata Bilah 10cm, Bagian belakang 2.3x4 cm (martil) Material High carbon steel Premium Germany Quality",0.0
1.1.7.01.03.09.007.00216,Gunting Beton,2024-10-02,UNIT,,12.0
1.1.7.01.03.09.007.05041,Terpal Plastik A12,2024-10-02,LEMBAR,uk. A12 (6x9) m2,9.0
1.1.7.01.03.09.007.05043,Lifting Webbing Sling,2024-10-02,BUAH,4 ton x 4 m,1.0
1.1.7.01.03.09.007.05044,Lifting Webbing Sling,2024-10-02,BUAH,3 ton x 5 m,13.0
1.1.7.01.03.13.001.00002,Timbangan Duduk,2023-09-29,SET,"Spesifikasi Timbangan Digital MT 2000 Kapasitas 100 kg, Plat stainless steel, LED Display, Plat 40 x 50 cm",5.0
1.1.7.01.03.13.001.00009,Panel Box 50x70x20 cm,2020-01-02,BUAH,,6.0
1.1.7.01.05.01.004.00163,Power Supply,2023-11-09,BUAH,24V,1.0
1.1.7.01.05.01.004.00249,Tool Kit,2023-10-04,SET,KOMPLIT,5.0
1.1.7.01.05.01.004.00259,Solder Listrik,2022-09-29,UNIT,30 S.D 40 W,4.0
1.1.7.01.05.01.004.00287,Gerobak Celeng,2024-10-02,BUAH,,0.0
1.1.7.01.05.01.004.00406,Tangki Air,2024-10-02,BUAH,Kapasitas Toren 1000 Liter,4.0
1.1.7.01.05.01.004.00581,Tang/Press Skun,2022-10-03,PCS,Diameter 2.5 mm s/d 10 mm,4.0
1.1.7.01.05.01.004.00582,Tang Rivet,2022-10-03,PCS,"Spesifikasi: Ukuran 2.4, 3.2, 4.0, 4.8 mm",8.0
1.1.7.01.05.01.004.00659,Kikir Gergaji,2024-10-02,PCS,,18.0
1.1.7.01.05.01.004.00852,Obeng Listrik,2023-11-09,SET,1000 Volt,3.0
1.1.7.01.05.01.004.00853,Rachet Puller,2023-11-09,UNIT,NGK 2 Ton,0.0
1.1.7.01.05.01.004.00867,Laser Distance Meter,2023-09-29,UNIT,Jarak: 50 m Akurasi ± 2 mm Kalibrasi manual ± 9mm Memory 30 sets data Body IP54 Penambahan dan pengurangan jarak,0.0
1.1.7.01.05.01.004.50378,Pompa Air,2024-10-02,UNIT,,1.0
1.1.7.02.02.03.005.00004,Bending Pipa,2023-11-09,PCS,Spesifikasi: 20mm,4.0
1.1.7.02.02.04.001.00031,Shock Sambung Pipa,2022-10-03,PCS,Spesifikasi: 20mm,20.0
1.1.7.02.02.04.001.00031,Shock Sambung Pipa,2023-11-09,PCS,Spesifikasi: 20mm,200.0
1.1.7.02.02.06.001.00079,Klem Selang,2023-10-04,BUAH,,67.0
1.1.7.02.02.06.001.00101,Pipa,2022-10-03,BATANG,20mm,350.0
1.1.7.02.02.06.001.00254,Elbow,2023-11-09,PCS,Spesifikasi: 20 mm,200.0
